	subject	seqmethod	assembler	pipeline_x	group_x	Sample	Bin	Genes	X..contigs.....0.bp.	X..contigs.....10000.bp.	X..contigs.....50000.bp.	X..contigs.....100000.bp.	X..contigs.....250000.bp.	X..contigs.....500000.bp.	X..contigs.....1000000.bp.	X..contigs.....2000000.bp.	X..contigs.....3000000.bp.	Total.length.....0.bp.	Total.length.....10000.bp.	Total.length.....50000.bp.	Total.length.....100000.bp.	Total.length.....250000.bp.	Total.length.....500000.bp.	Total.length.....1000000.bp.	Total.length.....2000000.bp.	Total.length.....3000000.bp.	X..contigs	Largest.contig	Total.length	N50	N75	L50	L75	X..N.s.per.100.kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.	Completeness	Contamination	Strain.heterogeneity	tRNA	rna.16S	rna.23S	rna.5S	Majority.Class	Majority.Fraction	Size.Mb	Final.Class	Coverage	quality	binmethod	sample	binname	pipeline_y	bin	group_y	16S_RNA	23S_RNA	5S_RNA	16S_RNA_avglen	23S_RNA_avglen	5S_RNA_avglen	suffix
660	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin024	3061	26	22	14	12	4	0	0	0	0	3189833	3169785	2937526	2786782	1517879	0	0	0	0	26	448268	3189833	245398	146531	5	9	0.0	f__Lachnospiraceae (UID1256)	33	333	171	2	327	4	0	0	0	98.83	1.46	0.0	66.0	0	0	0	[Clostridium]_scindens	31.248	3.19	[Clostridium]	31.056108579979	complete	bin3C	B_mNGS_metaSPAdes+polish	bin024	mNGS_metaSPAdes	bin024.fa	mNGS	0.0	0.0	0.0				
661	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin025	2896	89	40	20	9	1	0	0	0	0	3012423	2842980	2398801	1622961	282452	0	0	0	0	89	282452	3012423	107377	53983	8	18	0.0	o__Clostridiales (UID1212)	172	261	147	0	260	1	0	0	0	100.0	0.34	0.0	69.0	0	0	6	Faecalibacterium_prausnitzii	97.199	3.01	Faecalibacterium_prausnitzii	196.219165767889	complete	bin3C	B_mNGS_metaSPAdes+polish	bin025	mNGS_metaSPAdes	bin025.fa	mNGS	0.0	0.0	1.0	0.0	0.0	112.0	
662	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin027	2716	40	36	18	10	2	0	0	0	0	2926379	2902501	2311597	1845134	705132	0	0	0	0	40	435711	2926379	126548	52159	7	16	0.0	f__Lachnospiraceae (UID1286)	57	420	207	1	417	2	0	0	0	99.52	0.97	0.0	40.0	0	0	0	Lachnospiraceae_bacterium	60.663	2.93	Lachnospiraceae_bacterium	123.522726208738	complete	bin3C	B_mNGS_metaSPAdes+polish	bin027	mNGS_metaSPAdes	bin027.fa	mNGS	0.0	0.0	0.0				
663	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin028	2594	27	23	14	12	3	0	0	0	0	2920154	2906709	2636481	2500900	1135962	0	0	0	0	27	429559	2920154	212999	130705	5	10	0.0	o__Clostridiales (UID1226)	155	278	158	0	278	0	0	0	0	100.0	0.0	0.0	56.0	1	1	1	Lachnospiraceae_bacterium	36.36	2.92	Lachnospiraceae	165.831386974797	complete	bin3C	B_mNGS_metaSPAdes+polish	bin028	mNGS_metaSPAdes	bin028.fa	mNGS	1.0	1.0	1.0	1527.0	1193.0	97.0	
664	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin029	2571	96	49	23	7	0	0	0	0	0	2764129	2611281	2049518	930952	0	0	0	0	0	96	171929	2764129	72002	46439	13	24	0.0	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0	99.42	0.0	0.0	39.0	0	0	0	Lachnospiraceae_bacterium	50.522	2.76	Lachnospiraceae	34.1756423090239	complete	bin3C	B_mNGS_metaSPAdes+polish	bin029	mNGS_metaSPAdes	bin029.fa	mNGS	0.0	0.0	0.0				
665	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin032	2372	77	49	22	7	0	0	0	0	0	2720504	2615926	2014632	944451	0	0	0	0	0	77	190486	2720504	82640	47743	12	23	0.0	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0	99.42	0.0	0.0	37.0	2	2	1	[Ruminococcus]_gnavus	50.476	2.72	[Ruminococcus]	274.792210560984	complete	bin3C	B_mNGS_metaSPAdes+polish	bin032	mNGS_metaSPAdes	bin032.fa	mNGS	1.0	1.0	1.0	972.0	1291.0	96.0	
666	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin034	2438	128	61	13	3	0	0	0	0	0	2635311	2394475	1225397	445725	0	0	0	0	0	128	189185	2635311	48069	23324	15	36	0.0	p__Proteobacteria (UID3887)	1487	255	158	0	255	0	0	0	0	100.0	0.0	0.0	47.0	2	1	3	Burkholderiales_bacterium	49.457	2.64	Burkholderiales	354.26125721025	complete	bin3C	B_mNGS_metaSPAdes+polish	bin034	mNGS_metaSPAdes	bin034.fa	mNGS	2.0	1.0	1.0	1096.5	2882.0	103.0	
667	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin035	2369	138	88	8	3	0	0	0	0	0	2623451	2333914	658980	336608	0	0	0	0	0	138	126001	2623451	26692	15108	26	59	0.0	o__Clostridiales (UID1212)	172	261	147	30	229	2	0	0	0	92.85	0.91	50.0	26.0	0	0	0	Faecalibacterium_prausnitzii	63.046	2.62	Faecalibacterium_prausnitzii	13.6633602076044	complete	bin3C	B_mNGS_metaSPAdes+polish	bin035	mNGS_metaSPAdes	bin035.fa	mNGS	0.0	0.0	0.0				
668	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin037	2182	60	56	20	3	0	0	0	0	0	2548145	2530607	1453756	339242	0	0	0	0	0	60	131993	2548145	53326	35182	17	32	0.0	o__Clostridiales (UID1212)	172	261	147	45	215	1	0	0	0	82.31	0.68	0.0	38.0	0	0	0	Faecalibacterium_prausnitzii	92.439	2.55	Faecalibacterium_prausnitzii	262.889846535421	medium-quality	bin3C	B_mNGS_metaSPAdes+polish	bin037	mNGS_metaSPAdes	bin037.fa	mNGS	0.0	0.0	0.0				
669	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin038	2308	235	86	1	0	0	0	0	0	0	2530282	1708398	91586	0	0	0	0	0	0	235	91586	2530282	14968	9045	49	106	0.0	k__Bacteria (UID2329)	174	149	89	5	142	2	0	0	0	94.94	1.69	50.0	37.0	1	1	7	Fusobacterium_varium	95.811	2.53	Fusobacterium_varium	10.6279647881145	complete	bin3C	B_mNGS_metaSPAdes+polish	bin038	mNGS_metaSPAdes	bin038.fa	mNGS	1.0	1.0	2.0	1503.0	2903.0	95.0	
670	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin039	2073	42	26	15	10	1	0	0	0	0	2477316	2417769	2058292	1687659	274732	0	0	0	0	42	274732	2477316	129020	82777	7	12	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	1	474	1	0	0	0	99.54	0.12	0.0	53.0	1	1	0	Bifidobacterium_longum	99.708	2.48	Bifidobacterium_longum	69.1099916199629	complete	bin3C	B_mNGS_metaSPAdes+polish	bin039	mNGS_metaSPAdes	bin039.fa	mNGS	1.0	1.0	0.0	1254.0	2789.0	0.0	
671	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin041	2220	37	27	13	8	2	0	0	0	0	2467670	2440615	2029948	1635149	697866	0	0	0	0	37	407552	2467670	172274	73477	5	11	0.0	o__Clostridiales (UID1212)	172	261	147	0	261	0	0	0	0	100.0	0.0	0.0	54.0	0	0	6	Faecalibacterium_prausnitzii	99.826	2.47	Faecalibacterium_prausnitzii	381.59346428007	complete	bin3C	B_mNGS_metaSPAdes+polish	bin041	mNGS_metaSPAdes	bin041.fa	mNGS	0.0	0.0	1.0	0.0	0.0	111.0	
672	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin042	2051	35	29	18	7	2	0	0	0	0	2418232	2394182	2092616	1352283	699979	0	0	0	0	35	373473	2418232	115417	61966	6	14	0.0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.0	0.81	0.0	50.0	2	1	3	Collinsella_aerofaciens	98.489	2.42	Collinsella_aerofaciens	64.8041941385276	complete	bin3C	B_mNGS_metaSPAdes+polish	bin042	mNGS_metaSPAdes	bin042.fa	mNGS	1.0	1.0	1.0	960.0	2960.0	107.0	
673	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin043	2173	77	48	21	2	0	0	0	0	0	2401385	2310727	1664120	250117	0	0	0	0	0	77	128812	2401385	69522	41389	14	25	0.0	o__Selenomonadales (UID1024)	64	334	167	0	334	0	0	0	0	100.0	0.0	0.0	48.0	1	1	3	Megasphaera_elsdenii	99.269	2.4	Megasphaera_elsdenii	686.79824684505	complete	bin3C	B_mNGS_metaSPAdes+polish	bin043	mNGS_metaSPAdes	bin043.fa	mNGS	1.0	1.0	1.0	1562.0	2906.0	110.0	
674	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin045	2207	27	15	12	9	4	0	0	0	0	2381988	2354348	2268907	2076213	1440732	0	0	0	0	27	450570	2381988	291466	117525	4	7	0.0	o__Selenomonadales (UID1024)	64	334	167	1	325	8	0	0	0	99.98	1.57	0.0	50.0	1	1	0	Phascolarctobacterium_succinatutens	72.008	2.38	Phascolarctobacterium_succinatutens	531.560956646297	complete	bin3C	B_mNGS_metaSPAdes+polish	bin045	mNGS_metaSPAdes	bin045.fa	mNGS	1.0	1.0	0.0	1557.0	2906.0	0.0	
675	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin046	2048	26	22	14	10	2	0	0	0	0	2349106	2327465	2060237	1721115	588383	0	0	0	0	26	338294	2349106	137459	88703	6	11	0.0	o__Clostridiales (UID1212)	172	263	149	1	262	0	0	0	0	99.33	0.0	0.0	43.0	0	0	0	Lachnospiraceae_bacterium	43.937	2.35	Lachnospiraceae	27.8003155242888	complete	bin3C	B_mNGS_metaSPAdes+polish	bin046	mNGS_metaSPAdes	bin046.fa	mNGS	0.0	0.0	0.0				
676	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin047	2213	121	70	7	1	0	0	0	0	0	2311979	2063748	473015	140864	0	0	0	0	0	121	140864	2311979	32509	18239	24	46	0.0	o__Clostridiales (UID1212)	172	263	149	7	255	1	0	0	0	95.3	0.67	0.0	26.0	1	1	3	Clostridiales_(taxid	9.305	2.31	Clostridiales	31.3557363626573	complete	bin3C	B_mNGS_metaSPAdes+polish	bin047	mNGS_metaSPAdes	bin047.fa	mNGS	1.0	1.0	2.0	1510.0	2414.0	103.0	
677	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin048	1723	15	13	12	6	3	1	0	0	0	2111366	2106800	2071166	1635194	1191681	538549	0	0	0	15	538549	2111366	285281	115919	3	6	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	2	461	1	0	0	0	99.09	0.15	0.0	51.0	0	0	3	Bifidobacterium_adolescentis	99.784	2.11	Bifidobacterium_adolescentis	35.7643686599102	complete	bin3C	B_mNGS_metaSPAdes+polish	bin048	mNGS_metaSPAdes	bin048.fa	mNGS	0.0	0.0	2.0	0.0	0.0	107.0	
678	B	mNGS	metaSPAdes+polish	mNGS_metaSPAdes+polish	mNGS	B_mNGS_metaSPAdes+polish	bin051	1246	156	35	0	0	0	0	0	0	0	1244231	530759	0	0	0	0	0	0	0	156	46347	1244231	9242	7046	45	83	0.0	o__Clostridiales (UID1212)	172	263	149	129	133	1	0	0	0	51.09	0.67	0.0	16.0	1	1	1	unclassified_(taxid	23.383	1.24	unclassified	13.4448024522778	medium-quality	bin3C	B_mNGS_metaSPAdes+polish	bin051	mNGS_metaSPAdes	bin051.fa	mNGS	1.0	1.0	1.0	480.0	2838.0	106.0	
679	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin003	6465	75	55	34	21	4	1	0	0	0	5976739	5879882	5295886	4369765	1557168	525286	0	0	0	75	525286	5976739	160692	92212	11	23	0.0	o__Clostridiales (UID1226)	155	278	158	38	235	5	0	0	0	83.36	2.53	20.0	64.0	5	5	5	[Clostridium]_bolteae	68.267	5.98	[Clostridium]_bolteae	79.8085169856003	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin003	Nanopore_metaflye	bin003.fa	Nanopore	1.0	3.0	1.0	1533.0	2882.7	99.0	
680	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin006	5093	3	1	1	1	1	1	1	1	1	4546378	4540703	4540703	4540703	4540703	4540703	4540703	4540703	4540703	3	4540703	4546378	4540703	4540703	1	1	0.0	f__Lachnospiraceae (UID1286)	57	420	207	23	391	6	0	0	0	95.56	1.5	0.0	62.0	6	6	3	Roseburia_intestinalis	99.914	4.55	Roseburia_intestinalis	57.1323977020828	complete	bin3C	B_Nanopore_metaflye+polish	bin006	Nanopore_metaflye	bin006.fa	Nanopore	2.0	2.0	1.0	1520.5	2838.0	101.0	
681	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin007	4436	90	62	22	10	5	0	0	0	0	4410867	4250639	3265023	2493435	1718450	0	0	0	0	90	479699	4410867	130325	46031	8	23	0.0	o__Clostridiales (UID1226)	155	278	158	27	237	14	0	0	0	88.17	5.06	35.71	57.0	7	7	6	Blautia_sp.	77.625	4.41	Blautia_sp.	101.159020210766	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin007	Nanopore_metaflye	bin007.fa	Nanopore	1.0	1.0	2.0	1529.0	2875.0	96.5	
682	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin008	3973	6	6	4	4	4	3	2	0	0	4041386	4041386	3994120	3994120	3994120	3568491	2770958	0	0	6	1633809	4041386	1137149	797533	2	3	0.0	f__Lachnospiraceae (UID1286)	57	420	207	4	414	2	0	0	0	98.94	0.72	0.0	69.0	6	6	0	Roseburia_intestinalis	71.1	4.04	Roseburia_intestinalis	51.8936364900556	complete	bin3C	B_Nanopore_metaflye+polish	bin008	Nanopore_metaflye	bin008.fa	Nanopore	1.0	1.0	0.0	1528.0	2906.0	0.0	
683	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin011	6027	39	36	12	11	2	1	0	0	0	3499035	3482245	2871233	2794019	1048608	784882	0	0	0	39	784882	3499035	217448	158644	5	10	0.0	f__Lachnospiraceae (UID1286)	57	420	207	71	338	11	0	0	0	82.04	4.24	18.18	50.0	3	3	0	Roseburia_hominis	47.006	3.5	Roseburia	16.8411656356681	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin011	Nanopore_metaflye	bin011.fa	Nanopore	1.0	1.0	0.0	1530.0	2882.0	0.0	
684	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin014	2909	6	6	6	5	3	2	1	0	0	3193265	3193265	3193265	3104457	2772002	2437160	1467265	0	0	6	1467265	3193265	969895	969895	2	2	0.0	o__Clostridiales (UID1212)	172	263	149	6	255	2	0	0	0	97.09	1.01	0.0	56.0	4	4	4	[Clostridium]_scindens	45.949	3.19	[Clostridium]	98.7261151204175	complete	bin3C	B_Nanopore_metaflye+polish	bin014	Nanopore_metaflye	bin014.fa	Nanopore	1.0	1.0	1.0	1532.0	2844.0	111.0	
685	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin016	2806	6	4	4	3	3	2	1	0	0	3014470	3011169	3011169	2944454	2944454	2488809	1821731	0	0	6	1821731	3014470	1821731	667078	1	2	0.0	o__Clostridiales (UID1212)	172	263	149	3	258	2	0	0	0	98.66	0.81	0.0	80.0	7	7	7	Blautia_sp.	60.433	3.01	Blautia_sp.	50.1686452344857	complete	bin3C	B_Nanopore_metaflye+polish	bin016	Nanopore_metaflye	bin016.fa	Nanopore	2.0	1.0	2.0	1528.0	2842.0	98.0	
686	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin017	2654	12	12	8	7	5	2	0	0	0	2996662	2996662	2860242	2798734	2487679	1550680	0	0	0	12	917017	2996662	633663	301883	2	5	0.0	o__Clostridiales (UID1212)	172	261	147	34	226	1	0	0	0	81.63	0.68	0.0	45.0	4	4	4	Faecalibacterium_prausnitzii	98.077	3.0	Faecalibacterium_prausnitzii	274.948786349612	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin017	Nanopore_metaflye	bin017.fa	Nanopore	1.0	1.0	1.0	1512.0	2830.0	112.0	
687	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin018	2875	143	66	14	3	0	0	0	0	0	2916698	2597901	1177881	390650	0	0	0	0	0	143	152272	2916698	39931	25100	21	42	0.0	k__Bacteria (UID2372)	131	176	105	70	102	4	0	0	0	67.29	2.32	25.0	25.0	1	2	2	Bacteria_(taxid	14.034	2.92	Bacteria	34.97012992089	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin018	Nanopore_metaflye	bin018.fa	Nanopore	1.0	2.0	1.0	1527.0	2063.0	73.0	
688	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin019	2576	4	4	4	4	2	2	1	0	0	2822001	2822001	2822001	2822001	2506494	2506494	1857160	0	0	4	1857160	2822001	1857160	649334	1	2	0.0	o__Clostridiales (UID1212)	172	263	149	0	236	27	0	0	0	100.0	9.06	0.0	79.0	6	6	3	[Ruminococcus]_gnavus	65.81	2.82	[Ruminococcus]_gnavus	32.4967921698114	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin019	Nanopore_metaflye	bin019.fa	Nanopore	3.0	3.0	2.0	1531.3	2886.0	106.5	
689	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin021	2735	14	9	5	5	3	2	0	0	0	2612228	2592056	2507837	2507837	2101716	1641043	0	0	0	14	862799	2612228	778244	460673	2	3	0.0	k__Bacteria (UID203)	5449	103	57	19	54	30	0	0	0	68.42	8.77	0.0	55.0	5	5	5	Flavonifractor_plautii	33.029	2.61	Flavonifractor	299.666023027086	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin021	Nanopore_metaflye	bin021.fa	Nanopore	1.0	1.0	1.0	1528.0	2883.0	99.0	
690	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin022	2261	8	7	5	5	3	1	1	0	0	2574570	2572569	2508351	2508351	2235112	1282780	1282780	0	0	8	1282780	2574570	494335	457997	2	3	0.0	f__Bifidobacteriaceae (UID1462)	65	476	217	15	460	0	1	0	0	97.65	0.23	33.33	57.0	4	4	0	Bifidobacterium_longum	95.366	2.57	Bifidobacterium_longum	70.0121853358037	complete	bin3C	B_Nanopore_metaflye+polish	bin022	Nanopore_metaflye	bin022.fa	Nanopore	1.0	1.0	0.0	1523.0	3045.0	0.0	
691	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin023	2133	2	2	2	2	2	2	2	0	0	2489669	2489669	2489669	2489669	2489669	2489669	2489669	0	0	2	1486767	2489669	1486767	1002902	1	2	0.0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0	100.0	0.81	0.0	59.0	4	4	4	Collinsella_aerofaciens	100.0	2.49	Collinsella_aerofaciens	64.0841975379056	complete	bin3C	B_Nanopore_metaflye+polish	bin023	Nanopore_metaflye	bin023.fa	Nanopore	1.0	1.0	1.0	1503.0	2960.0	107.0	
692	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin024	2381	6	6	6	3	2	2	1	0	0	2461115	2461115	2461115	2283640	2180743	2180743	1550960	0	0	6	1550960	2461115	1550960	629783	1	2	0.0	f__Lachnospiraceae (UID1286)	57	420	207	111	302	7	0	0	0	83.48	2.9	0.0	43.0	3	3	0	Lachnospiraceae_bacterium	92.789	2.46	Lachnospiraceae_bacterium	118.336737616893	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin024	Nanopore_metaflye	bin024.fa	Nanopore	1.0	1.0	0.0	1531.0	2882.0	0.0	
693	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin026	3615	5	5	4	3	3	2	1	0	0	2349069	2349069	2305222	2249222	2249222	1813723	1226935	0	0	5	1226935	2349069	1226935	586788	1	2	0.0	o__Clostridiales (UID1212)	172	263	149	28	230	5	0	0	0	85.21	1.9	0.0	49.0	3	3	0	Roseburia_intestinalis	52.231	2.35	Roseburia	9.31144040468799	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin026	Nanopore_metaflye	bin026.fa	Nanopore	1.0	1.0	0.0	1528.0	2887.0	0.0	
694	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin030	1244	25	25	13	3	0	0	0	0	0	1498299	1498299	1124748	488995	0	0	0	0	0	25	243946	1498299	65923	50009	7	13	0.0	f__Bifidobacteriaceae (UID1458)	77	464	220	186	278	0	0	0	0	65.11	0.0	0.0	33.0	3	3	4	Bifidobacterium_adolescentis	100.0	1.5	Bifidobacterium_adolescentis	37.7046130311774	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin030	Nanopore_metaflye	bin030.fa	Nanopore	1.0	1.0	2.0	1525.0	3046.0	107.0	
695	B	Nanopore	metaflye+polish	Nanopore_metaflye+polish	Nanopore	B_Nanopore_metaflye+polish	bin036	1673	5	5	1	1	1	1	0	0	0	966971	966971	818884	818884	818884	818884	0	0	0	5	818884	966971	818884	818884	1	1	0.0	k__Bacteria (UID203)	5449	103	57	71	31	1	0	0	0	50.88	1.75	0.0	18.0	2	2	2	[Eubacterium]_eligens	84.685	0.97	[Eubacterium]_eligens	17.0078068525323	medium-quality	bin3C	B_Nanopore_metaflye+polish	bin036	Nanopore_metaflye	bin036.fa	Nanopore	1.0	1.0	1.0	1527.0	2885.0	114.0	
696	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin002	5946	108	87	49	23	4	0	0	0	0	6815148	6716870	5674794	3799088	1056088	0	0	0	0	108	275391	6815148	109572	65579	20	39	0.0	o__Clostridiales (UID1226)	155	278	158	1	273	4	0	0	0	99.37	1.58	50.0	54.0	0	1	0	[Clostridium]_saccharolyticum	22.489	6.82	[Clostridium]	30.5902081656921	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin002	Nanopore_OPERA-MS	bin002.fa	mNGS+Nanopore	0.0	1.0	0.0	0.0	1119.0	0.0	
697	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin003	5128	37	33	18	15	10	3	1	0	0	6767557	6742384	6361875	6150263	5311844	2878933	1459487	0	0	37	1459487	6767557	403223	272655	5	10	0.01	o__Bacteroidales (UID2657)	160	491	269	3	483	5	0	0	0	99.13	1.18	20.0	51.0	2	2	3	Bacteroides_cellulosilyticus	99.155	6.77	Bacteroides_cellulosilyticus	18.6327970344395	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin003	Nanopore_OPERA-MS	bin003.fa	mNGS+Nanopore	1.0	1.0	1.0	1517.0	2874.0	105.0	
698	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin004	5522	110	84	35	23	4	0	0	0	0	6183403	6054967	4886540	4071301	1312727	0	0	0	0	110	442202	6183403	125582	56761	15	31	0.03	o__Clostridiales (UID1226)	155	278	158	34	240	4	0	0	0	97.77	1.27	50.0	43.0	0	0	0	Lachnoclostridium_sp.	53.061	6.18	Lachnoclostridium	17.5918477252736	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin004	Nanopore_OPERA-MS	bin004.fa	mNGS+Nanopore	0.0	0.0	0.0				
699	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin006	5620	45	37	20	11	9	3	0	0	0	6115357	6087885	5710517	5035270	4686256	2362514	0	0	0	45	911510	6115357	417607	318146	5	9	0.02	o__Clostridiales (UID1226)	155	278	158	5	269	4	0	0	0	98.1	1.71	25.0	66.0	3	2	3	Lachnoclostridium_sp.	69.373	6.12	Lachnoclostridium_sp.	59.6345161860542	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin006	Nanopore_OPERA-MS	bin006.fa	mNGS+Nanopore	2.0	1.0	1.0	1507.0	2880.0	99.0	
700	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin007	6104	130	97	37	20	0	0	0	0	0	5894703	5729667	4348951	3174608	0	0	0	0	0	130	240818	5894703	111612	46266	18	39	0.22	k__Bacteria (UID203)	5449	104	58	56	47	1	0	0	0	70.69	0.86	0.0	32.0	1	1	2	Bacteroides_thetaiotaomicron	94.11	5.89	Bacteroides_thetaiotaomicron	36.3515854827631	medium-quality	bin3C	B_Nanopore_OPERA-MS+polish	bin007	Nanopore_OPERA-MS	bin007.fa	mNGS+Nanopore	1.0	1.0	2.0	1523.0	2929.0	109.5	
701	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin008	5431	7	7	6	5	3	2	2	2	1	5842932	5842932	5825487	5766720	5429545	5079125	5079125	5079125	3044039	7	3044039	5842932	3044039	2035086	1	2	0.0	f__Enterobacteriaceae (UID5121)	138	1162	336	0	1143	13	6	0	0	100.0	2.3	16.13	88.0	8	8	9	Klebsiella_pneumoniae	98.696	5.84	Klebsiella_pneumoniae	84.7531369524752	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin008	Nanopore_OPERA-MS	bin008.fa	mNGS+Nanopore	1.0	1.0	2.0	1540.0	2902.0	110.5	
702	B	Nanopore	OPERA-MS+polish	Nanopore_OPERA-MS+polish	mNGS+Nanopore	B_Nanopore_OPERA-MS+polish	bin009	4918	105	74	17	8	4	2	1	0	0	5318215	5181531	3961193	3320487	2712298	2023339	1137142	0	0	105	1137142	5318215	316873	45605	4	18	0.04	o__Clostridiales (UID1226)	155	278	158	2	265	11	0	0	0	98.73	4.11	100.0	51.0	9	8	8	Blautia_sp.	69.053	5.32	Blautia_sp.	90.5999723591468	complete	bin3C	B_Nanopore_OPERA-MS+polish	bin009	Nanopore_OPERA-MS	bin009.fa	mNGS+Nanopore	3.0	1.0	2.0	1428.7	2881.0	95.5	
