accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation	gtdb_type_designation_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000167695.1	999	85.31	1.84	1082	g__Bacillus (UID901)	303	5.26	4749437	80.7612145138	867	2060040	35.0357068147	5880839	RS_GCF_000021305.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A thuringiensis_S	not type material	none	f	144	144	128761	128761	10700	8	2917	AAJM01000140.1	1511	7	108	AAJM01000863.1	2917	5387	0	100	ACNK01000014.63.2982	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus thuringiensis IBL 200	6782	6790	f	f	t	10497	10497	Scaffold	ASM16769v1	n/a	PRJNA15522	SAMN02470058	867	10497	none	2005-9-13	GCA_000167695.1	none	full	none	none	none	0	0	Bacillus thuringiensis serovar israelensis ATCC 35646	6132	na	15	none	none	none	none	none	2005/09/13	1	1428	0	ATCC 35646	Integrated Genomics	339854	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus thuringiensis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;x__Bacillus cereus group;s__Bacillus thuringiensis;x__Bacillus thuringiensis serovar israelensis;x__Bacillus thuringiensis serovar israelensis ATCC 35646	10	5880839	11	82	none	5880829	0	AAJM00000000.1	6833	866	10700	2	1549	2844	0	99.806	4308624	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__cereus	1549	AAJM01000140.1	1549	2861	0	100	MSAB01000013.86995.88550	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus toyonensis	10	20	80	0
GB_GCA_000167775.1	519	97.76	4.25	522	f__Streptococcaceae (UID545)	282	86.67	1918003	86.9668302318	393	782836	35.5040062624	2205442	RS_GCF_000186445.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	not type material	none	f	27	27	72977	72977	43030	16	2898	AAJR01000009.1	11389	6	108	AAJR01000060.1	2898	5352	0	100	CHDL01000009.2134.5034	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae	5611	5611	t	f	f	29074	29074	Contig	ASM16777v1	n/a	PRJNA15609	SAMN02435877	393	29074	none	2005-10-6	GCA_000167775.1	none	full	none	none	none	0	0	Streptococcus agalactiae COH1	2376	na	0	none	none	none	none	none	2005/10/06	0	1311	0	COH1	TIGR	342616	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;x__Streptococcus agalactiae COH1	0	2205442	11	0	none	2205442	0	AAJR00000000.1	2360	393	43030	7	1545	2837	0	99.806	4300042	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1545	AAJR01000009.1	1545	2854	0	100	ANDD01000009.219.1771	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae CCUG 30636	0	20	78	0
GB_GCA_000167795.1	556	98.87	5.53	524	f__Streptococcaceae (UID545)	282	84.21	1914832	86.9923449106	345	783283	35.5941623035	2201150	RS_GCF_000186445.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	not type material	none	f	27	27	70489	70489	50567	12	2898	AAJS01000005.1	5377	7	108	AAJS01000095.1	2898	5352	0	100	CHYX01000006.80625.83525	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae	6380	6380	f	f	t	24059	24059	Contig	ASM16779v1	n/a	PRJNA15608	SAMN02435895	345	24059	none	2005-10-6	GCA_000167795.1	none	full	none	none	none	0	0	Streptococcus agalactiae H36B	2376	na	0	none	none	none	none	none	2005/10/06	0	1311	0	H36B	TIGR	342615	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae;x__Streptococcus agalactiae H36B	0	2201150	11	0	none	2201150	0	AAJS00000000.1	2378	345	50567	9	1545	2839	0	99.806	4300042	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	1545	AAJS01000005.1	1545	2850	0	99.935	ALTA01000004.82565.84117	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae GB00202	0	20	105	0
GB_GCA_000168235.2	0	99.4	2.52	1383	g__Yersinia (UID5070)	341	39.29	4474939	84.0827573508	102	2559801	48.0978905744	5322065	RS_GCF_900460465.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;s__Yersinia pestis	not type material	none	f	12	12	309686	309686	309686	10	2903	AAOS02000001.1	57193	8	357	AAOS02000030.1	2903	5361	0	100	ACNS01000001.1627665.1630571	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis biovar Orientalis str. PEXU2	52177	52177	t	f	f	182913	182913	Contig	ASM16823v2	n/a	PRJNA16376	SAMN02404398	102	182913	none	2008-1-17	GCA_000168235.2	none	full	none	none	none	1	0	Yersinia pestis biovar Orientalis str. IP275	4756	na	19	none	none	none	none	none	2008/01/17	0	632	1	IP275	TIGR	373665	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;x__Yersinia pseudotuberculosis complex;s__Yersinia pestis;sb__Yersinia pestis subsp. pestis;x__Yersinia pestis subsp. pestis bv. Orientalis;x__Yersinia pestis biovar Orientalis str. IP275	0	5322065	11	52	none	5322065	0	AAOS00000000.2	4981	102	5249	3	1538	2841	0	100	242368	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Yersinia;s__	1538	AAOS02000054.1	1538	2841	0	100	MIDX01000052.205.1753	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis subsp. microtus bv. Caucasica	0	18	51	1
GB_GCA_000168455.1	218	90.39	1.93	329	c__Bacilli (UID354)	183	0	2416535	88.1419515327	795	1036897	37.8233267261	2741640	RS_GCF_900187225.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	not type material	none	f	145	145	36960	36960	3240	1	2927	AARM02000279.1	none	0	none	none	2927	5406	0	100	CBVW010000002.80370.83299	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes QOC2	3448	3448	f	f	t	5280	5280	Contig	ASM16845v1	n/a	PRJNA17305	SAMN02415201	795	5280	none	2008-9-3	GCA_000168455.1	none	full	none	none	none	0	0	Listeria monocytogenes FSL J2-003	0	na	0	none	none	none	none	none	2008/09/03	0	1639	0	FSL J2-003	Broad Institute	393120	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;x__Listeria monocytogenes FSL J2-003	0	2741640	none	0	none	2741640	0	AARM00000000.2	3775	795	1740	1	1545	2848	0	99.935	4341595	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__monocytogenes	1545	AARM02000485.1	1545	2854	0	100	JRFW01000001.1853277.1854927	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes	0	17	32	0
GB_GCA_000168495.1	301	96.99	1.32	329	c__Bacilli (UID354)	183	0	2523437	89.2083642663	548	1071429	37.8815676195	2828700	RS_GCF_000307025.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B	not type material	none	f	108	107	30420	30420	3240	1	2927	AARO02000275.1	none	0	none	none	2927	5406	0	100	CBVZ010000003.1328856.1331785	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes QOC1	5161	5190	f	f	t	8100	8160	Scaffold	ASM16849v1	n/a	PRJNA17309	SAMN02415203	548	8100	none	2008-9-3	GCA_000168495.1	none	full	none	none	none	0	0	Listeria monocytogenes FSL J2-064	0	na	0	none	none	none	none	none	2008/09/03	3	1639	0	FSL J2-064	Broad Institute	393122	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes;x__Listeria monocytogenes FSL J2-064	34	2828700	none	0	none	2828666	0	AARO00000000.2	3444	545	1740	1	1545	2848	0	99.935	4341595	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Listeriaceae;g__Listeria;s__monocytogenes	1545	AARO02000411.1	1545	2854	0	100	JRFW01000001.1853277.1854927	Bacteria;Firmicutes;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria monocytogenes	34	19	32	0
GB_GCA_000168735.1	379	58.17	4.61	577	c__Gammaproteobacteria (UID4274)	287	17.39	2543226	79.3950776304	2170	1853605	57.8731608321	3203254	GB_GCA_000168735.1	t	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Endoriftia;s__Endoriftia persephone	not type material	none	f	482	482	10451	10451	3996	2	2390	AASF01001544.1	2203	1	99	AASF01001757.1	2390	4414	0	100	AASF01001544.1605.3996	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;Candidatus Endoriftia;Candidatus Endoriftia persephone str. Hot96_1+Hot96_2	1476	1476	f	f	t	1953	1953	Contig	ASM16873v1	n/a	PRJNA16744	SAMN02471028	2170	1953	none	2007-1-12	GCA_000168735.1	none	full	none	collected between 9deg N and 13deg N of the East Pacific Rise (EPR) hydrothermal vent system during the HOT-96 cruise	none	0	0	Candidatus Endoriftia persephone str. Hot96_1+Hot96_2	0	na	0	none	none	none	none	none	2007/01/12	0	393765	0	Hot96_1+Hot96_2	SymBio Corporation	394104	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus Endoriftia;s__Candidatus Endoriftia persephone	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;x__sulfur-oxidizing symbionts;g__Candidatus Endoriftia;s__Candidatus Endoriftia persephone;x__Candidatus Endoriftia persephone str. Hot96_1+Hot96_2	0	3203254	none	0	none	3203254	0	AASF00000000.1	6838	2170	3996	1	1125	2049	0	99.556	3108066	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__	1126	AASF01001544.1	1126	2050	0	99.556	LMXI01000005.5342.6887	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;uncultured;endosymbiont of Ridgeia piscesae	0	16	32	0
GB_GCA_000168755.1	0	97.94	0.11	926	g__Campylobacter (UID3076)	174	0	1499267	92.7663774034	1	494797	30.615310842	1616175	RS_GCF_001457695.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	not type material	none	f	1	1	1616175	1616175	1616175	3	3037	AASL01000001.1	none	0	none	none	3037	5609	0	100	AZQV01000007.461.3519	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni 81-176-UMCW9	1616175	1616175	f	f	t	1616175	1616175	Chromosome	ASM16875v1	n/a	PRJNA17341	SAMN02472139	1	1616175	none	2006-7-20	GCA_000168755.1	none	full	none	none	none	1	0	Campylobacter jejuni subsp. jejuni 81-176	0	na	0	none	none	none	none	none	2006/07/20	0	197	0	81-176	Section of Microbial Pathogenesis, School of Medicine, Yale University	354242	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni 81-176	0	1616175	none	0	none	1616175	0	AASL00000000.1	1730	1	1616175	3	1510	2756	0	99.603	11214	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__	1510	AASL01000001.1	1510	2784	0	99.934	AIOA01000069.795.2308	Bacteria;Epsilonbacteraeota;Campylobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter jejuni subsp. jejuni LMG 23216	0	20	40	1
GB_GCA_000168795.1	1	98.74	0.15	926	g__Campylobacter (UID3076)	174	0	1489625	93.2360555101	19	486397	30.4437466319	1597692	RS_GCF_001457695.1	f	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D jejuni	not type material	none	f	5	5	234144	234144	none	0	none	none	none	0	none	none	none	none	none	none	none	none	84089	84089	f	f	t	120442	120442	Contig	ASM16879v1	n/a	PRJNA17055	SAMN02470657	19	120442	none	2007-11-20	GCA_000168795.1	none	full	none	none	none	0	0	Campylobacter jejuni subsp. jejuni CG8486	1425	na	0	none	none	none	none	none	2007/11/20	0	197	0	CG8486	NMRC	398000	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni;sb__Campylobacter jejuni subsp. jejuni;x__Campylobacter jejuni subsp. jejuni CG8486	0	1597692	11	0	none	1597692	0	AASY00000000.1	1823	19	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	37	1
GB_GCA_000169515.1	25	98.72	0.44	693	g__Mycobacterium (UID1816)	300	50	3857959	89.1716334115	272	2824348	65.2814557635	4326442	RS_GCF_000195955.2	f	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	not type material	none	f	28	28	147407	147407	18818	4	3129	AAYK01000203.1	none	0	none	none	3129	5779	0	100	JKRL01000002.303821.306956	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis TB_RSA162	15906	15906	f	f	t	47187	47187	Contig	ASM16951v1	n/a	PRJNA18649	SAMN02469331	272	47187	none	2007-3-19	GCA_000169515.1	none	full	none	none	none	0	0	Mycobacterium tuberculosis H37Ra	0	na	0	none	none	none	none	none	2007/03/19	0	1773	0	H37Ra	Beijing Genomics Institute	419947	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;x__Mycobacterium tuberculosis complex;s__Mycobacterium tuberculosis;x__Mycobacterium tuberculosis H37Ra	0	4326442	none	0	none	4326442	0	AAYK00000000.1	4426	272	18818	1	1534	2787	0	99.544	1135248	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae;g__Mycobacterium;s__	1532	AAYK01000203.1	1534	2787	0	99.544	X58890.622.2157	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium tuberculosis	0	20	45	0
GB_GCA_000169735.1	26	98.46	0	776	f__Pasteurellaceae (UID4935)	457	0	1645569	87.1325152945	18	718310	38.0348795588	1888582	RS_GCF_001457655.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	not type material	none	f	2	2	648211	648211	648211	5	3109	AAZD01000001.1-#2	648211	5	274	AAZD01000001.1	3101	5720	0	99.968	AAZD01000001.632971.636073	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae 22.1-21	104921	104921	t	f	f	440092	440092	Contig	ASM16973v1	n/a	PRJNA16398	SAMN02393738	18	440092	none	2007-4-11	GCA_000169735.1	none	full	none	none	none	0	0	Haemophilus influenzae 22.1-21	2224	na	13	none	none	none	none	none	2007/04/11	0	727	5	22.1-21	Center for Genomic Sciences, Allegheny-Singer Research Institute	374927	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae;x__Haemophilus influenzae 22.1-21	0	1888582	11	59	none	1888582	0	AAZD00000000.1	2109	18	371833	5	1535	2830	0	99.935	220466	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__influenzae	1535	AAZD01000003.1-#2	1535	2830	0	99.935	CP002277.1779959.1781497	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus phage HP2	0	20	58	1
GB_GCA_000169755.1	1	97.36	0.11	776	f__Pasteurellaceae (UID4935)	457	100	1658290	88.4131809637	46	711902	37.9556976839	1875614	RS_GCF_001457655.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	not type material	none	f	7	7	314724	314724	29258	2	1380	AAZE01000019.1	29258	2	274	AAZE01000019.1	1382	2438	0	98.553	FCYU01000013.112385.115496	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Streptococcus pneumoniae	40774	40774	f	f	t	79720	79720	Contig	ASM16975v1	n/a	PRJNA16423	SAMN02393742	46	79720	none	2007-4-11	GCA_000169755.1	none	full	none	none	none	0	0	Haemophilus influenzae R3021	2098	na	8	none	none	none	none	none	2007/04/11	0	727	2	R3021	Center for Genomic Sciences, Allegheny-Singer Research Institute	375432	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae;x__Haemophilus influenzae R3021	0	1875614	11	45	none	1875614	0	AAZE00000000.1	2005	46	23057	2	1531	2793	0	99.608	109647	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__influenzae	1532	AAZE01000026.1	1532	2830	0	100	AAZE01000026.1.1540	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae R3021	0	17	45	1
GB_GCA_000169855.1	32	97.97	0.66	776	f__Pasteurellaceae (UID4935)	457	100	1622773	87.6654762014	44	704210	38.0435046851	1851097	RS_GCF_001457655.1	f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	not type material	none	f	5	5	365947	365947	1479	2	1453	AAZJ01000036.1	27603	1	107	AAZJ01000017.1	1454	2639	0	99.45	CP007805.496217.499222	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae CGSHiCZ412602	42070	42070	f	f	t	129943	129943	Contig	ASM16985v1	n/a	PRJNA16396	SAMN02393803	44	129943	none	2007-4-13	GCA_000169855.1	none	full	none	none	none	0	0	Haemophilus influenzae 22.4-21	2307	na	5	none	none	none	none	none	2007/04/13	0	727	1	22.4-21	Center for Genomic Sciences, Allegheny-Singer Research Institute	375063	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus influenzae;x__Haemophilus influenzae 22.4-21	0	1851097	11	43	none	1851097	0	AAZJ00000000.1	2182	44	978	1	919	1698	0	100	109647	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__influenzae	919	AAZJ01000042.1	919	1698	0	100	FQ312006.877093.878632	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;Haemophilus influenzae 10810	0	17	43	1
GB_GCA_000170015.1	0	99.02	0.6	704	g__Streptococcus (UID576)	251	75	1732892	85.2515470947	24	808167	39.7586733974	2032681	RS_GCF_001457635.1	f	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	not type material	none	f	4	4	443838	443838	4870	2	3780	AAZZ01000019.1	3995	2	117	AAZZ01000021.1	3782	6894	0	99.63	JSAC01000034.6711.10495	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomyces cerevisiae (baker's yeast)	84695	84695	t	f	f	146468	146468	Contig	ASM17001v1	n/a	PRJNA17957	SAMN02393743	24	146468	none	2007-05-22	GCA_000170015.1	none	full	none	none	none	0	0	Streptococcus pneumoniae SP3-BS71	2378	na	3	none	none	none	none	none	2007/05/22	0	1313	1	SP3-BS71	Center for Genomic Sciences, Allegheny-Singer Research Institute	406556	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae;x__Streptococcus pneumoniae SP3-BS71	0	2032681	11	40	none	2032681	0	AAZZ00000000.1	2106	24	3995	2	105	122	4.75e-26	87.619	1077608	k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__;g__;s__	1796	AAZZ01000021.1	1796	3312	0	99.944	Z75578.1.1800	Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Saccharomycotina;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae (baker's yeast)	0	19	39	0
