sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline	tRNA_compare	rna.16S_compare	rna.5S_compare	rna.23S_compare	accession	checkm_completeness	checkm_contamination	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	ncbi_assembly_level	ncbi_date	ncbi_rrna_count	ncbi_trna_count
F_Nanopore_OPERA-MS+polish	bin3C	bin020	Nanopore_OPERA-MS	mNGS+Nanopore	68.0	3	2	2	98.73	1.27	complete	F_Nanopore_OPERA-MS+polish+bin020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003478505	RS_GCF_003478505.1	GCF_003478505.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	Nanopore_OPERA-MS	1.1724137931034482	1.5	2.0	2.0	RS_GCF_003478505.1	98.73	1.9	RS_GCF_003478505.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003478505	Scaffold	2018-9-6	6	66
F_PacBio_OPERA-MS	bin3C	bin0021	PacBio_OPERA-MS	mNGS+PacBio	69.0	4	4	4	98.73	0.63	complete	F_PacBio_OPERA-MS+bin0021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003478505	RS_GCF_003478505.1	GCF_003478505.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	1	PacBio_OPERA-MS	1.1896551724137931	2.0	4.0	4.0	RS_GCF_003478505.1	98.73	1.9	RS_GCF_003478505.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp003478505	Scaffold	2018-9-6	6	66
F_mNGS_metaSPAdes+polish	MetaBAT2	bin.4	mNGS_metaSPAdes	mNGS	17.0	0	0	0	72.03	6.14	medium-quality	F_mNGS_metaSPAdes+polish+bin.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	mNGS_metaSPAdes	0.3269230769230769	0.0	1.0	0.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_Nanopore_OPERA-MS+polish	MetaBAT2	bin.109	Nanopore_OPERA-MS	mNGS+Nanopore	15.0	0	0	0	63.33	3.51	medium-quality	F_Nanopore_OPERA-MS+polish+bin.109	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS	0.2884615384615384	0.0	1.0	0.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_PacBio_OPERA-MS	MetaBAT2	bin.136	PacBio_OPERA-MS	mNGS+PacBio	14.0	0	0	0	67.46	6.14	medium-quality	F_PacBio_OPERA-MS+bin.136	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	PacBio_OPERA-MS	0.2692307692307692	0.0	1.0	0.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_mNGS_metaSPAdes+polish	bin3C	bin0008	mNGS_metaSPAdes	mNGS	45.0	0	0	0	95.31	2.37	complete	F_mNGS_metaSPAdes+polish+bin0008	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	mNGS_metaSPAdes	0.8653846153846154	0.0	1.0	0.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_Nanopore_OPERA-MS+polish	bin3C	bin013	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	3	3	3	93.61	2.06	complete	F_Nanopore_OPERA-MS+polish+bin013	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS	1.0384615384615383	3.0	1.0	3.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_PacBio_OPERA-MS	bin3C	bin0011	PacBio_OPERA-MS	mNGS+PacBio	55.0	2	2	2	95.47	3.46	complete	F_PacBio_OPERA-MS+bin0011	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	RS_GCF_003460605.1	GCF_003460605.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	PacBio_OPERA-MS	1.0576923076923077	2.0	1.0	2.0	RS_GCF_003460605.1	99.37	0.0	RS_GCF_003460605.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066145	Scaffold	2018-8-31	3	57
F_mNGS_metaSPAdes+polish	MetaBAT2	bin.5	mNGS_metaSPAdes	mNGS	20.0	0	0	0	54.39	0.0	medium-quality	F_mNGS_metaSPAdes+polish+bin.5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	mNGS_metaSPAdes	0.3636363636363636	0.0	1.0	0.0	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_Nanopore_OPERA-MS+polish	MetaBAT2	bin.167	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	5	5	5	86.71	0.0	medium-quality	F_Nanopore_OPERA-MS+polish+bin.167	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	Nanopore_OPERA-MS	0.9818181818181818	5.0	1.0	2.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_metaflye	MetaBAT2	bin.13	PacBio_metaflye	PacBio	69.0	7	7	7	96.2	0.0	complete	F_PacBio_metaflye+bin.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_metaflye	1.2545454545454546	7.0	1.0	3.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_metaflye	MetaBAT2	bin.13	PacBio_metaflye	PacBio	69.0	7	7	7	96.2	0.0	complete	F_PacBio_metaflye+bin.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_metaflye	1.2545454545454546	7.0	1.0	3.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_OPERA-MS	MetaBAT2	bin.99	PacBio_OPERA-MS	mNGS+PacBio	65.0	3	3	3	98.73	0.0	complete	F_PacBio_OPERA-MS+bin.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_OPERA-MS	1.181818181818182	3.0	1.0	1.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_mNGS_metaSPAdes+polish	bin3C	bin0021	mNGS_metaSPAdes	mNGS	53.0	0	0	0	100.0	0.32	complete	F_mNGS_metaSPAdes+polish+bin0021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	mNGS_metaSPAdes	0.9636363636363636	0.0	1.0	0.0	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_Nanopore_OPERA-MS+polish	bin3C	bin024	Nanopore_OPERA-MS	mNGS+Nanopore	68.0	5	5	5	100.0	1.27	complete	F_Nanopore_OPERA-MS+polish+bin024	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	Nanopore_OPERA-MS	1.2363636363636363	5.0	1.0	2.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_metaflye	bin3C	bin012	PacBio_metaflye	PacBio	69.0	7	7	7	99.37	1.27	complete	F_PacBio_metaflye+bin012	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_metaflye	1.2545454545454546	7.0	1.0	3.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_metaflye	bin3C	bin012	PacBio_metaflye	PacBio	69.0	7	7	7	99.37	1.27	complete	F_PacBio_metaflye+bin012	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_metaflye	1.2545454545454546	7.0	1.0	3.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_PacBio_OPERA-MS	bin3C	bin0025	PacBio_OPERA-MS	mNGS+PacBio	65.0	3	3	3	100.0	0.0	complete	F_PacBio_OPERA-MS+bin0025	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	RS_GCF_003478035.1	GCF_003478035.1	55	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	0	PacBio_OPERA-MS	1.181818181818182	3.0	1.0	1.5	RS_GCF_003478035.1	99.37	0.0	RS_GCF_003478035.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066785	Scaffold	2018-9-6	3	63
F_mNGS_metaSPAdes+polish	MetaBAT2	bin.59	mNGS_metaSPAdes	mNGS	52.0	0	0	0	95.59	0.0	complete	F_mNGS_metaSPAdes+polish+bin.59	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	mNGS_metaSPAdes	0.8	0.0	0.0	0.0	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_Nanopore_OPERA-MS+polish	MetaBAT2	bin.36	Nanopore_OPERA-MS	mNGS+Nanopore	39.0	3	3	3	56.54	0.0	medium-quality	F_Nanopore_OPERA-MS+polish+bin.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	Nanopore_OPERA-MS	0.6	1.0	0.4285714285714285	0.75	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_metaflye	MetaBAT2	bin.8	PacBio_metaflye	PacBio	74.0	6	6	6	94.23	0.0	complete	F_PacBio_metaflye+bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_metaflye	1.1384615384615384	2.0	0.8571428571428571	1.5	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_metaflye	MetaBAT2	bin.8	PacBio_metaflye	PacBio	74.0	6	6	6	94.23	0.0	complete	F_PacBio_metaflye+bin.8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_metaflye	1.1384615384615384	2.0	0.8571428571428571	1.5	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_OPERA-MS	MetaBAT2	bin.38	PacBio_OPERA-MS	mNGS+PacBio	39.0	3	3	3	60.77	0.0	medium-quality	F_PacBio_OPERA-MS+bin.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_OPERA-MS	0.6	1.0	0.4285714285714285	0.75	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_mNGS_metaSPAdes+polish	bin3C	bin0005	mNGS_metaSPAdes	mNGS	56.0	1	1	0	100.0	2.05	complete	F_mNGS_metaSPAdes+polish+bin0005	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	mNGS_metaSPAdes	0.8615384615384616	0.3333333333333333	0.0	0.25	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_Nanopore_OPERA-MS+polish	bin3C	bin008	Nanopore_OPERA-MS	mNGS+Nanopore	78.0	6	6	6	99.62	1.86	complete	F_Nanopore_OPERA-MS+polish+bin008	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	Nanopore_OPERA-MS	1.2	2.0	0.8571428571428571	1.5	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_metaflye	bin3C	bin006	PacBio_metaflye	PacBio	74.0	6	6	6	94.23	0.58	complete	F_PacBio_metaflye+bin006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_metaflye	1.1384615384615384	2.0	0.8571428571428571	1.5	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_metaflye	bin3C	bin006	PacBio_metaflye	PacBio	74.0	6	6	6	94.23	0.58	complete	F_PacBio_metaflye+bin006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_metaflye	1.1384615384615384	2.0	0.8571428571428571	1.5	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_PacBio_OPERA-MS	bin3C	bin0006	PacBio_OPERA-MS	mNGS+PacBio	75.0	5	5	5	99.62	1.47	complete	F_PacBio_OPERA-MS+bin0006	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	RS_GCF_000154105.1	GCF_000154105.1	65	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	4	7	PacBio_OPERA-MS	1.1538461538461535	1.6666666666666667	0.7142857142857143	1.25	RS_GCF_000154105.1	99.62	0.0	RS_GCF_000154105.1	t	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Scaffold	2007-5-25	14	71
F_mNGS_metaSPAdes+polish	MetaBAT2	bin.60	mNGS_metaSPAdes	mNGS	25.0	0	0	0	51.03	0.63	medium-quality	F_mNGS_metaSPAdes+polish+bin.60	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	mNGS_metaSPAdes	0.5	0.0	0.0	0.0	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_PacBio_metaflye	MetaBAT2	bin.44	PacBio_metaflye	PacBio	60.0	7	7	7	99.37	0.0	complete	F_PacBio_metaflye+bin.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	PacBio_metaflye	1.2	7.0	7.0	3.5	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_PacBio_metaflye	MetaBAT2	bin.44	PacBio_metaflye	PacBio	60.0	7	7	7	99.37	0.0	complete	F_PacBio_metaflye+bin.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	PacBio_metaflye	1.2	7.0	7.0	3.5	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_mNGS_metaSPAdes+polish	bin3C	bin0027	mNGS_metaSPAdes	mNGS	33.0	0	0	0	93.33	0.0	complete	F_mNGS_metaSPAdes+polish+bin0027	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	mNGS_metaSPAdes	0.66	0.0	0.0	0.0	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_Nanopore_metaflye+polish	bin3C	bin016	Nanopore_metaflye	Nanopore	47.0	6	6	6	65.06	2.11	medium-quality	F_Nanopore_metaflye+polish+bin016	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	Nanopore_metaflye	0.94	6.0	6.0	3.0	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_Nanopore_OPERA-MS+polish	bin3C	bin033	Nanopore_OPERA-MS	mNGS+Nanopore	52.0	5	5	5	62.2	0.7	medium-quality	F_Nanopore_OPERA-MS+polish+bin033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	Nanopore_OPERA-MS	1.04	5.0	5.0	2.5	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
F_PacBio_metaflye	bin3C	bin018	PacBio_metaflye	PacBio	56.0	7	7	7	50.88	3.51	medium-quality	F_PacBio_metaflye+bin018	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	RS_GCF_003461245.1	GCF_003461245.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	2	1	PacBio_metaflye	1.12	7.0	7.0	3.5	RS_GCF_003461245.1	99.37	0.0	RS_GCF_003461245.1	t	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp000436615	Scaffold	2018-8-31	9	55
